3	primarily	primarily	RB	_	2	advmod	_	_	O
4	by	by	IN	_	2	prep	_	_	O
5	drinking	drink	VBG	p2=NN	4	pcomp	_	_	B-ANS
6	water	water	NN	_	5	dobj	_	_	I-ANS
7	or	or	CC	_	5	cc	_	_	I-ANS
8	eating	eat	VBG	_	5	conj	_	_	I-ANS
9	food	food	NN	_	8	dobj	_	_	I-ANS
10	that	that	WDT	_	13	nsubjpass	_	_	I-ANS
11	has	have	VBZ	_	13	aux	_	_	I-ANS
12	been	be	VBN	_	13	auxpass	_	_	I-ANS
13	contaminated	contaminate	VBN	_	9	relcl	_	_	I-ANS
14	by	by	IN	_	13	agent	_	_	I-ANS
15	the	the	DT	_	16	det	_	_	I-ANS
16	feces	feces	NNS	p2=NNPS	14	pobj	_	_	I-ANS
17	(	(	-LRB-	_	19	punct	_	_	I-ANS
18	waste	waste	NN	p2=VB	19	compound	_	_	I-ANS
19	product	product	NN	_	16	appos	_	_	I-ANS
20	)	)	-RRB-	_	19	punct	_	_	I-ANS
21	of	of	IN	_	16	prep	_	_	I-ANS
22	an	an	DT	_	24	det	_	_	I-ANS
23	infected	infected	JJ	p2=VBN	24	amod	_	_	I-ANS
24	person	person	NN	_	21	pobj	_	_	L-ANS
25	,	,	,	_	16	punct	_	_	O
26	including	include	VBG	_	16	prep	_	_	O
27	one	#crd#	CD	p2=NN	26	pobj	_	_	O
28	with	with	IN	_	27	prep	_	_	O
29	no	no	DT	_	31	det	_	_	O
30	apparent	apparent	JJ	_	31	amod	_	_	O
31	symptoms	symptom	NNS	_	28	pobj	_	_	O
32	.	.	.	_	2	punct	_	_	O

1	how	how	WRB	_	5	advmod	_	_	_
2	did	do	VBD	_	5	aux	_	_	_
3	anne	anne	DT	p2=XX	5	det	_	_	_
4	frank	frank	JJ	p2=UH	5	amod	_	_	_
5	die	die	NN	p2=VB	0	root	_	_	_

1	Anne	anne	NNP	_	2	compound	_	_	O
2	Frank	frank	NNP	_	11	nsubjpass	_	_	O
3	and	and	CC	_	2	cc	_	_	O
4	her	her	PRP$	_	5	poss	_	_	O
5	sister	sister	NN	_	2	conj	_	_	O
6	,	,	,	_	5	punct	_	_	O
7	Margot	margot	NNP	_	5	appos	_	_	O
8	,	,	,	_	5	punct	_	_	O
9	were	be	VBD	_	11	auxpass	_	_	O
10	eventually	eventually	RB	_	11	advmod	_	_	O
11	transferred	transfer	VBN	_	0	root	_	_	O
12	to	to	IN	_	11	prep	_	_	O
13	the	the	DT	_	18	det	_	_	O
14	Bergen	bergen	NNP	p2=NNPS	16	compound	_	_	O
15	-	-	HYPH	_	16	punct	_	_	O
16	Belsen	belsen	NNP	_	18	compound	_	_	O
17	concentration	concentration	NN	_	18	compound	_	_	O
18	camp	camp	NN	_	12	pobj	_	_	O
19	,	,	,	_	18	punct	_	_	O
20	where	where	WRB	_	22	advmod	_	_	O
21	they	they	PRP	_	22	nsubj	_	_	O
22	died	die	VBD	_	18	relcl	_	_	O
23	of	of	IN	_	22	prep	_	_	O
24	typhus	typhus	NNS	p2=NN	23	pobj	_	_	U-ANS
25	in	in	IN	_	22	prep	_	_	O
26	March	march	NNP	_	25	pobj	_	_	O
27	1945	0	CD	_	26	nummod	_	_	O
28	.	.	.	_	11	punct	_	_	O

1	how	how	WRB	_	6	advmod	_	_	_
2	are	be	VBP	_	6	auxpass	_	_	_
3	aircraft	aircraft	NN	p2=NNS	5	nn	_	_	_
4	radial	radial	JJ	p2=NN	5	amod	_	_	_
5	engines	engine	NNS	_	6	nsubjpass	_	_	_
6	built	build	VBN	p2=VBD	0	root	_	_	_

1	The	the	DT	_	3	det	_	_	O
2	radial	radial	JJ	p2=NN	3	amod	_	_	O
3	engine	engine	NN	_	4	nsubj	_	_	O
4	is	be	VBZ	_	0	root	_	_	O
5	a	a	DT	_	11	det	_	_	O
6	reciprocating	reciprocating	JJ	p2=VBG	7	amod	_	_	O
7	type	type	NN	p2=JJ	11	nmod	_	_	O
8	internal	internal	JJ	_	11	amod	_	_	O
9	combustion	combustion	NN	_	10	compound	_	_	O
10	engine	engine	NN	_	11	compound	_	_	O
11	configuration	configuration	NN	_	4	attr	_	_	O
12	in	in	IN	_	16	prep	_	_	O
13	which	which	WDT	_	12	pobj	_	_	O
14	the	the	DT	_	15	det	_	_	O
15	cylinders	cylinder	NNS	_	16	nsubj	_	_	B-ANS
16	point	point	VBP	p2=NN	11	relcl	_	_	I-ANS
17	outward	outward	RB	p2=JJ	16	advmod	_	_	I-ANS
18	from	from	IN	_	16	prep	_	_	I-ANS
19	a	a	DT	_	21	det	_	_	I-ANS
20	central	central	JJ	_	21	amod	_	_	I-ANS
21	crankshaft	crankshaft	NN	_	18	pobj	_	_	L-ANS
22	like	like	IN	_	21	prep	_	_	O
23	the	the	DT	_	24	det	_	_	O
24	spokes	spoke	NNS	p2=NN	22	pobj	_	_	O
25	of	of	IN	_	24	prep	_	_	O
26	a	a	DT	_	27	det	_	_	O
27	wheel	wheel	NN	_	25	pobj	_	_	O
28	.	.	.	_	4	punct	_	_	O

1	how	how	WRB	_	2	advmod	_	_	_
2	deep	deep	RB	p2=JJ	4	advmod	_	_	_
3	can	can	MD	_	4	aux	_	_	_
4	be	be	VB	_	0	root	_	_	_
5	drill	drill	NN	p2=RB	4	attr	_	_	_
6	for	for	IN	_	5	prep	_	_	_
7	deep	deep	JJ	p2=RB	8	amod	_	_	_
8	underwater	underwater	NN	p2=JJ	6	pobj	_	_	_

1	Deepwater	deepwater	NN	p2=JJ	2	compound	_	_	O
2	drilling	drilling	NN	_	3	nsubj	_	_	O
3	is	be	VBZ	_	0	root	_	_	O
4	the	the	DT	_	5	det	_	_	O
5	process	process	NN	_	3	attr	_	_	O
6	of	of	IN	_	5	prep	_	_	O
7	oil	oil	NN	_	10	nmod	_	_	O
8	and	and	CC	_	7	cc	_	_	O
9	gas	gas	NN	_	7	conj	_	_	O
10	exploration	exploration	NN	_	6	pobj	_	_	O
11	and	and	CC	_	10	cc	_	_	O
12	production	production	NN	_	10	conj	_	_	O
13	in	in	IN	_	5	prep	_	_	O
14	depths	depth	NNS	_	13	pobj	_	_	O
15	of	of	IN	_	14	prep	_	_	O
16	more	more	JJR	_	18	amod	_	_	B-ANS
17	than	than	IN	_	18	quantmod	_	_	I-ANS
18	500	0	CD	_	19	nummod	_	_	I-ANS
19	feet	foot	NNS	_	15	pobj	_	_	L-ANS
20	.	.	.	_	3	punct	_	_	O

1	how	how	WRB	_	2	advmod	_	_	_
2	much	much	JJ	_	3	nsubj	_	_	_
3	is	be	VBZ	_	0	root	_	_	_
4	jk	jk	JJ	p2=FW	3	acomp	_	_	_
5	rowling	rowling	VBG	p2=NN	3	xcomp	_	_	_
6	worth	worth	JJ	_	5	dobj	_	_	_

1	The	the	DT	_	7	det	_	_	O
2	200	0	CD	_	3	compound	_	_	O
3	8	0	CD	_	7	nummod	_	_	O
4	Sunday	sunday	NNP	_	6	compound	_	_	O
5	Times	times	NNP	_	6	compound	_	_	O
6	Rich	rich	NNP	_	7	compound	_	_	O
7	List	list	NN	p2=NNP	8	nsubj	_	_	O
8	estimated	estimate	VBD	p2=VBN	0	root	_	_	O
9	Rowling	rowling	NNP	p2=NN	11	poss	_	_	O
10	's	's	POS	_	9	case	_	_	O
11	fortune	fortune	NN	_	8	dobj	_	_	O
12	at	at	IN	_	8	prep	_	_	O
13	£	$	$	_	15	quantmod	_	_	O
14	560	0	CD	_	15	compound	_	_	O
15	million	#crd#	CD	_	12	pobj	_	_	O
16	(	(	-LRB-	_	15	punct	_	_	O
17	$	$	$	_	20	quantmod	_	_	B-ANS
18	79	0	CD	_	20	quantmod	_	_	I-ANS
19	8	0	CD	_	20	nummod	_	_	I-ANS
20	million	#crd#	CD	_	15	appos	_	_	L-ANS
21	)	)	-RRB-	_	15	punct	_	_	O
22	,	,	,	_	8	punct	_	_	O
23	ranking	rank	VBG	_	8	advcl	_	_	O
24	her	her	PRP	_	23	dobj	_	_	O
25	as	as	IN	_	23	prep	_	_	O
26	the	the	DT	_	29	det	_	_	O
27	twelfth	#ord#	RB	p2=JJ	28	advmod	_	_	O
28	richest	rich	JJS	_	29	amod	_	_	O
29	woman	woman	NN	_	25	pobj	_	_	O
30	in	in	IN	_	29	prep	_	_	O
31	the	the	DT	_	33	det	_	_	O
32	United	united	NNP	_	33	compound	_	_	O
33	Kingdom	kingdom	NNP	_	30	pobj	_	_	O
34	.	.	.	_	8	punct	_	_	O

1	how	how	WRB	_	2	advmod	_	_	_
2	big	big	JJ	_	3	acomp	_	_	_
3	is	be	VBZ	_	0	root	_	_	_
4	auburndale	auburndale	JJ	p2=FW	5	amod	_	_	_
5	florida	florida	NNP	p2=NN	3	nsubj	_	_	_

1	According	accord	VBG	_	12	prep	_	_	O
2	to	to	IN	_	1	prep	_	_	O
3	the	the	DT	_	6	det	_	_	O
4	U.S	u.s	NNP	_	5	compound	_	_	O
5	Census	census	NNP	_	6	compound	_	_	O
6	estimates	estimate	NNS	p2=NNPS	2	pobj	_	_	O
7	of	of	IN	_	6	prep	_	_	O
8	2005	0	CD	_	7	pobj	_	_	O
9	,	,	,	_	12	punct	_	_	O
10	the	the	DT	_	11	det	_	_	O
11	city	city	NN	_	12	nsubj	_	_	O
12	had	have	VBD	_	0	root	_	_	O
13	a	a	DT	_	14	det	_	_	O
14	population	population	NN	_	12	dobj	_	_	O
15	of	of	IN	_	14	prep	_	_	O
16	12,381	0	CD	_	15	pobj	_	_	U-ANS
17	.	.	.	_	12	punct	_	_	O

1	how	how	WRB	_	2	advmod	_	_	_
2	old	old	JJ	_	3	acomp	_	_	_
3	is	be	VBZ	_	0	root	_	_	_
4	kirk	kirk	JJ	p2=NN	5	amod	_	_	_
5	douglas	douglas	NNS	p2=FW	3	nsubj	_	_	_
6	,	,	,	_	5	punct	_	_	_
7	the	the	DT	_	8	det	_	_	_
8	actor	actor	NN	_	5	appos	_	_	_
9	?	?	.	_	3	punct	_	_	_

1	Kirk	kirk	NNP	_	2	compound	_	_	O
2	Douglas	douglas	NNP	_	14	nsubj	_	_	O
3	(	(	-LRB-	_	4	punct	_	_	O
4	born	bear	VBN	_	2	parataxis	_	_	O
5	Issur	issur	NNP	_	6	compound	_	_	O
6	Danielovitch	danielovitch	NNP	_	4	oprd	_	_	O
7	,	,	,	_	2	punct	_	_	O
8	;	;	:	p2=,	14	punct	_	_	O
9	December	december	NNP	_	14	nsubj	_	_	B-ANS
10	9	0	CD	_	9	nummod	_	_	I-ANS
11	,	,	,	_	9	punct	_	_	I-ANS
12	1916	0	CD	_	9	npadvmod	_	_	L-ANS
13	)	)	-RRB-	_	9	punct	_	_	O
14	is	be	VBZ	_	0	root	_	_	O
15	an	an	DT	_	17	det	_	_	O
16	American	american	JJ	_	17	amod	_	_	O
17	stage	stage	NN	_	14	attr	_	_	O
18	and	and	CC	_	17	cc	_	_	O
19	film	film	NN	_	20	compound	_	_	O
20	actor	actor	NN	_	17	conj	_	_	O
21	,	,	,	_	20	punct	_	_	O
22	film	film	NN	_	23	compound	_	_	O
23	producer	producer	NN	_	20	conj	_	_	O
24	and	and	CC	_	23	cc	_	_	O
25	author	author	NN	_	23	conj	_	_	O
26	.	.	.	_	14	punct	_	_	O

1	how	how	WRB	_	2	advmod	_	_	_
2	old	old	JJ	_	3	acomp	_	_	_
3	is	be	VBZ	_	0	root	_	_	_
4	the	the	DT	_	7	det	_	_	_
5	singer	singer	NN	_	6	compound	_	_	_
6	bob	bob	NN	p2=VB	7	compound	_	_	_
7	seger	seger	NN	p2=JJR	3	nsubj	_	_	_

1	Robert	robert	NNP	_	2	compound	_	_	O
2	Clark	clark	NNP	_	6	nmod	_	_	O
3	"	"	``	p2=''	6	punct	_	_	O
4	Bob	bob	NNP	_	6	nmod	_	_	O
5	"	"	''	_	6	punct	_	_	O
6	Seger	seger	NNP	_	14	nsubj	_	_	O
7	(	(	-LRB-	_	8	punct	_	_	O
8	born	bear	VBN	_	6	parataxis	_	_	O
9	May	may	NNP	_	8	npadvmod	_	_	B-ANS
10	6	0	CD	_	9	nummod	_	_	I-ANS
11	,	,	,	_	9	punct	_	_	I-ANS
12	1945	0	CD	_	9	nummod	_	_	L-ANS
13	)	)	-RRB-	_	8	punct	_	_	O
14	is	be	VBZ	_	0	root	_	_	O
15	an	an	DT	_	22	det	_	_	O
16	American	american	JJ	_	22	amod	_	_	O
17	rock	rock	NN	_	20	nmod	_	_	O
18	and	and	CC	_	17	cc	_	_	O
19	roll	roll	NN	p2=VBP	17	conj	_	_	O
20	singer	singer	NN	_	22	compound	_	_	O
21	-	-	HYPH	p2=:	22	punct	_	_	O
22	songwriter	songwriter	NN	_	14	attr	_	_	O
23	,	,	,	_	22	punct	_	_	O
24	guitarist	guitarist	NN	_	22	conj	_	_	O
25	and	and	CC	_	24	cc	_	_	O
26	pianist	pianist	NN	_	24	conj	_	_	O
27	.	.	.	_	14	punct	_	_	O

1	how	how	WRB	_	2	advmod	_	_	_
2	long	long	RB	p2=JJ	4	advmod	_	_	_
3	was	be	VBD	_	4	auxpass	_	_	_
4	richard	richard	VBN	p2=JJ	0	root	_	_	_
5	nixon	nixon	IN	p2=VBG	4	prep	_	_	_
6	a	a	DT	_	7	det	_	_	_
7	president	president	NN	_	5	pobj	_	_	_

1	Richard	richard	NNP	_	3	compound	_	_	O
2	Milhous	milhous	NNP	_	3	compound	_	_	O
3	Nixon	nixon	NNP	_	15	nsubj	_	_	O
4	(	(	-LRB-	_	3	punct	_	_	O
5	January	january	NNP	_	3	appos	_	_	O
6	9	0	CD	_	5	nummod	_	_	O
7	,	,	,	_	15	punct	_	_	O
8	1913	0	CD	_	10	nummod	_	_	O
9	–	-	SYM	p2=CD	10	punct	_	_	O
10	April	april	NNP	_	15	nsubj	_	_	O
11	22	0	CD	_	10	nummod	_	_	O
12	,	,	,	_	10	punct	_	_	O
13	1994	0	CD	_	10	npadvmod	_	_	O
14	)	)	-RRB-	_	10	punct	_	_	O
15	was	be	VBD	_	0	root	_	_	O
16	the	the	DT	_	18	det	_	_	O
17	37th	#ord#	JJ	_	18	amod	_	_	O
18	President	president	NNP	_	15	attr	_	_	O
19	of	of	IN	_	18	prep	_	_	O
20	the	the	DT	_	22	det	_	_	O
21	United	united	NNP	_	22	compound	_	_	O
22	States	state	NNP	_	19	pobj	_	_	O
23	,	,	,	_	15	punct	_	_	O
24	serving	serve	VBG	_	15	advcl	_	_	O
25	from	from	IN	_	24	prep	_	_	B-ANS
26	1969	0	CD	_	25	pobj	_	_	I-ANS
27	to	to	IN	_	25	prep	_	_	I-ANS
28	1974	0	CD	_	27	pobj	_	_	L-ANS
29	,	,	,	_	28	punct	_	_	O
30	when	when	WRB	_	32	advmod	_	_	O
31	he	he	PRP	_	32	nsubj	_	_	O
32	became	become	VBD	_	24	advcl	_	_	O
33	the	the	DT	_	35	det	_	_	O
34	only	only	JJ	_	35	amod	_	_	O
35	president	president	NN	_	32	attr	_	_	O
36	to	to	TO	_	37	aux	_	_	O
37	resign	resign	VB	_	35	relcl	_	_	O
38	the	the	DT	_	39	det	_	_	O
39	office	office	NN	_	37	dobj	_	_	O
40	.	.	.	_	15	punct	_	_	O

1	how	how	WRB	_	2	advmod	_	_	_
2	are	be	VBP	_	0	root	_	_	_
3	the	the	DT	_	4	det	_	_	_
4	#	#	NN	_	2	nsubj	_	_	_
5	of	of	IN	_	4	prep	_	_	_
6	electrons	electron	NNS	_	5	pobj	_	_	_
7	in	in	IN	_	4	prep	_	_	_
8	each	each	DT	_	9	det	_	_	_
9	shell	shell	NN	_	7	pobj	_	_	_
10	determined	determine	VBD	p2=VBN	2	acomp	_	_	_

1	Each	each	DT	_	2	det	_	_	O
2	shell	shell	NN	_	4	nsubj	_	_	O
3	can	can	MD	_	4	aux	_	_	O
4	contain	contain	VB	_	27	ccomp	_	_	O
5	only	only	RB	_	8	advmod	_	_	O
6	a	a	DT	_	8	det	_	_	O
7	fixed	fix	VBN	p2=JJ	8	amod	_	_	O
8	number	number	NN	_	4	dobj	_	_	O
9	of	of	IN	_	8	prep	_	_	O
10	electrons	electron	NNS	_	9	pobj	_	_	O
11	:	:	:	_	8	punct	_	_	O
12	The	the	DT	_	15	det	_	_	B-ANS
13	1	0	CD	p2=NFP	15	nummod	_	_	I-ANS
14	st	st	NN	p2=JJ	15	compound	_	_	I-ANS
15	shell	shell	NN	_	17	nsubj	_	_	I-ANS
16	can	can	MD	_	17	aux	_	_	I-ANS
17	hold	hold	VB	_	8	relcl	_	_	I-ANS
18	up	up	RP	p2=IN	17	prt	_	_	I-ANS
19	to	to	IN	p2=TO	17	prep	_	_	I-ANS
20	two	#crd#	CD	_	21	nummod	_	_	I-ANS
21	electrons	electron	NNS	_	19	pobj	_	_	I-ANS
22	,	,	,	_	27	punct	_	_	I-ANS
23	the	the	DT	_	25	det	_	_	I-ANS
24	2nd	#ord#	JJ	p2=NN	25	amod	_	_	I-ANS
25	shell	shell	NN	_	27	nsubj	_	_	I-ANS
26	can	can	MD	_	27	aux	_	_	I-ANS
27	hold	hold	VB	_	37	ccomp	_	_	I-ANS
28	up	up	RP	p2=IN	27	prt	_	_	I-ANS
29	to	to	IN	p2=TO	27	prep	_	_	I-ANS
30	eight	#crd#	CD	_	31	nummod	_	_	I-ANS
31	electrons	electron	NNS	_	29	pobj	_	_	I-ANS
32	,	,	,	_	37	punct	_	_	I-ANS
33	the	the	DT	_	35	det	_	_	I-ANS
34	3rd	#ord#	JJ	p2=NN	35	amod	_	_	I-ANS
35	shell	shell	NN	_	37	nsubj	_	_	I-ANS
36	can	can	MD	_	37	aux	_	_	I-ANS
37	hold	hold	VB	_	0	root	_	_	I-ANS
38	up	up	IN	p2=RP	37	prt	_	_	I-ANS
39	to	to	IN	p2=TO	37	prep	_	_	I-ANS
40	18	0	CD	_	39	pobj	_	_	I-ANS
41	,	,	,	_	37	punct	_	_	I-ANS
42	and	and	CC	_	37	cc	_	_	I-ANS
43	4th	#ord#	JJ	p2=NN	44	amod	_	_	I-ANS
44	shell	shell	NN	_	46	nsubj	_	_	I-ANS
45	can	can	MD	_	46	aux	_	_	I-ANS
46	hold	hold	VB	_	37	conj	_	_	I-ANS
47	up	up	IN	p2=RP	46	prt	_	_	I-ANS
48	to	to	IN	p2=TO	46	prep	_	_	I-ANS
49	32	0	CD	_	48	pobj	_	_	I-ANS
50	and	and	CC	_	46	cc	_	_	I-ANS
51	so	so	RB	_	52	advmod	_	_	I-ANS
52	on	on	RB	_	46	conj	_	_	L-ANS
53	.	.	.	_	46	punct	_	_	O

1	how	how	WRB	_	2	advmod	_	_	_
2	many	many	JJ	_	3	amod	_	_	_
3	presidents	president	NNS	_	0	root	_	_	_
4	of	of	IN	_	3	prep	_	_	_
5	the	the	DT	_	6	det	_	_	_
6	us	us	PRP	_	4	pobj	_	_	_

1	There	there	EX	_	3	expl	_	_	O
2	have	have	VBP	_	3	aux	_	_	O
3	been	be	VBN	_	0	root	_	_	O
4	43	0	CD	_	5	nummod	_	_	U-ANS
5	people	people	NNS	_	3	attr	_	_	O
6	sworn	swear	VBN	_	5	acl	_	_	O
7	into	into	IN	_	6	prep	_	_	O
8	office	office	NN	_	7	pobj	_	_	O
